text,label,phishing_type,severity,confidence
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: password, reset, recover account, personal information, login

Support Desk,
Jamie Khan",1,credential_harvesting,high,0.92
"Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Avery Brown",0,legitimate,low,0.96
"Subject: Weekly status report

Thanks for attending the workshop. Here are the links to references and the slide deck.

Thanks for reviewing the document.

Best,
Taylor Khan",0,legitimate,low,0.97
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: don't wait, last chance, expires, deadline, limited offer

Sincerely,
Cameron Lee",1,urgency,high,0.78
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: alert, click now, notice

Regards,
Avery Nguyen",1,generic_phishing,medium,0.82
"Subject: Budget planning

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Sam Patel",0,legitimate,low,0.96
"Dear customer, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Keywords: limit fine delete judge

Risk Operations,
Taylor Khan",1,threats,high,0.83
"Subject: Conference registration

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jordan Khan",0,legitimate,low,0.95
"Subject: Invoice confirmation

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Casey Nguyen",0,legitimate,low,0.99
"Dear customer, congratulations! You are the selected recipient of a prize. To redeem your payment of $10,000, please provide your account number to process the total. This offer is limited time.

Keywords: earnings deal fee withdraw help me

Security Team,
Avery Singh",1,financial_scam,medium,0.81
"Subject: Weekly status report

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Riley Wong",0,legitimate,low,0.96
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: deadline, limited time, asap, instantly, limited offer, today only

Security Team,
Jordan Khan",1,urgency,high,0.92
"Notice, this is an while supplies last notice regarding your account. Your access will be limited soon. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: act now time sensitive expire

Account Services,
Alex Patel",1,urgency,medium,0.84
"Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: deadline, act fast, limited time, act now

Support Desk,
Morgan Patel",1,urgency,medium,0.89
"Hello, congratulations! You are the winner of a refund. To collect your payment of €5,000, please provide your account number to process the sum. This deal is limited time.

Keywords: 10000 reward jackpot transfer routing number

Support Desk,
Alex Singh",1,financial_scam,medium,0.93
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: traveling, soulmate, romance, marry, widow

IT Desk,
Cameron Singh",1,romance_dating,high,0.74
"Subject: Team lunch planning

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Casey Patel",0,legitimate,low,0.99
"Subject: Research discussion

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Avery Patel",0,legitimate,low,0.98
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: login, authentication, change password, access code

Security Team,
Cameron Khan",1,credential_harvesting,high,0.94
"Subject: Invoice confirmation

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Avery Brown",0,legitimate,low,0.98
"Hello, we detected a security alert on your account. To restore access, please confirm your information. Your account may be locked until you reactivate it.

Keywords: security alert frozen deactivated

Support Desk,
Cameron Khan",1,social_engineering,high,0.81
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: might understand, international issues, trust building, sudden emergency, you were wearing, personal story

Compliance Team,
Avery Martinez",1,social_engineering_advanced,high,0.81
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: security software, support team, error, technical support

Compliance Team,
Alex Nguyen",1,tech_support,high,0.84
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: pin, passcode, two factor

Account Services,
Jamie Khan",1,credential_harvesting,high,0.83
"Hello, your profile has been suspended. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: backup codes pin recover account

Support Desk,
Avery Khan",1,credential_harvesting,high,0.96
"Hello, congratulations! You are the selected recipient of a refund. To claim your payment of ₹80,000, please provide your routing number to process the amount. This deal is available today only.

Keywords: discount redeem 10,000

Account Services,
Alex Brown",1,financial_scam,high,0.7
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: asap, final notice, expires, hurry

Support Desk,
Jamie Patel",1,urgency,high,0.93
"Subject: Training session notes

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Sam Kim",0,legitimate,low,0.98
"Subject: Weekly status report

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Avery Kim",0,legitimate,low,0.98
"Dear customer, final warning. Failure to respond will freeze your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: warrant prosecution

Support Desk,
Taylor Patel",1,threats,high,0.85
"Hi there, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: you were wearing, temporary loan, personal story, we talked about, international issues, remembered you mentioning

Account Services,
Sam Nguyen",1,social_engineering_advanced,high,0.86
"Dear user, congratulations! You are the selected recipient of a prize. To claim your payment of $1,200, please provide your account number to process the sum. This deal is limited time.

Keywords: debit card sweepstakes

Support Desk,
Taylor Martinez",1,financial_scam,medium,0.76
"Subject: Meeting follow-up

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Alex Singh",0,legitimate,low,0.99
"Subject: Code review summary

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Alex Garcia",0,legitimate,low,0.99
"Hi there, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: close prison seize final warning

Compliance Team,
Casey Singh",1,threats,high,0.85
"Subject: Classroom logistics

Sharing the revised documentation with examples. The new endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Alex Patel",0,legitimate,low,0.96
"Subject: Meeting follow-up

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Riley Patel",0,legitimate,low,0.98
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Appreciate your feedback on this draft.

Best,
Riley Kim",0,legitimate,low,1.0
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, account, change password, verification code, sign in, username

Support Desk,
Morgan Brown",1,credential_harvesting,high,0.86
"Subject: Lab availability

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Sam Wong",0,legitimate,low,0.98
"Dear customer, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: login, signin, password, recovery key, two factor

Account Services,
Taylor Patel",1,credential_harvesting,high,0.85
"Subject: Classroom logistics

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Alex Wong",0,legitimate,low,0.96
"Subject: Quarterly roadmap

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Jordan Patel",0,legitimate,low,0.97
"Subject: Code review summary

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Jordan Khan",0,legitimate,low,0.99
"Subject: Networking event details

Sharing the revised documentation with examples. The new endpoints are described in section two.

Let me know if the timing works for you.

Best,
Morgan Patel",0,legitimate,low,0.98
"Subject: Conference registration

Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Morgan Brown",0,legitimate,low,0.96
"Subject: Documentation review

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Taylor Lee",0,legitimate,low,0.99
"Attention, your account has been restricted. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: personal information passcode

IT Desk,
Avery Garcia",1,credential_harvesting,high,0.8
"Hello, congratulations! You are the selected recipient of a reward. To redeem your payment of 3 BTC, please provide your routing number to process the sum. This deal is available today only.

Keywords: 10,000 contest pounds

Security Team,
Cameron Brown",1,financial_scam,medium,0.74
"Dear user, final warning. Failure to respond will restrict your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: legal action lawsuit cancel hold jail

Account Services,
Cameron Khan",1,threats,high,0.94
"Attention, this is the google security team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: manager government president amazon violations

Security Team,
Alex Wong",1,authority_scam,high,0.92
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: link, alert, notice, forward

Account Services,
Alex Garcia",1,generic_phishing,low,0.82
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: auto-generated, redirect, noreply, do not share, link, announcement

Security Team,
Morgan Lee",1,generic_phishing,low,0.71
"Subject: Research discussion

Thanks for attending the workshop. Here are links to references and the slide deck.

I'll share the slides later today.

Best,
Avery Nguyen",0,legitimate,low,0.98
"Notice, your login has been suspended. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: personal information login

Account Services,
Taylor Singh",1,credential_harvesting,high,0.83
"Dear customer, congratulations! You are the winner of a reward. To claim your payment of $1,200, please provide your credit card to process the total. This deal is limited time.

Keywords: mortgage redeem total collect social security number

IT Desk,
Morgan Khan",1,financial_scam,medium,0.73
"Attention, this is an expires midnight notice regarding your account. Your access will be limited today. To avoid interruption, act now. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: act now while supplies last

Risk Operations,
Morgan Wong",1,urgency,high,0.94
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Alex Martinez",0,legitimate,low,0.98
"Subject: Onboarding checklist

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Let me know if the timing works for you.

Best,
Sam Nguyen",0,legitimate,low,0.98
"Dear customer, we detected unusual activity on your account. To authenticate access, please confirm your information. Your account may be locked until you reactivate it.

Keywords: suspicious activity verify data breach temporary hold

Risk Operations,
Morgan Garcia",1,social_engineering,high,0.88
"Notice, we detected a login attempt on your account. To restore access, please update your information. Your account may be locked until you reactivate it.

Keywords: hacked fraud alert temporary hold recover restore

Support Desk,
Avery Garcia",1,social_engineering,high,0.85
"Attention, this is the apple accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: paypal time-sensitive

Risk Operations,
Alex Khan",1,authority_scam,high,0.82
"Subject: Budget planning

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Cameron Garcia",0,legitimate,low,0.96
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: troubleshoot, support team, upgrade, tech support

Support Desk,
Jamie Nguyen",1,tech_support,high,0.84
"Notice, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Keywords: locked data breach account closed hacked restricted

Security Team,
Alex Singh",1,social_engineering,high,0.8
"Hi there, this is the cia compliance team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: violations human resources federal treasury

Security Team,
Casey Nguyen",1,authority_scam,high,0.87
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: 48 hours, expire, now, 24 hours, limited time

Regards,
Jordan Brown",1,urgency,high,0.79
"Subject: Code review summary

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Morgan Patel",0,legitimate,low,0.96
"Subject: Conference registration

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Jamie Nguyen",0,legitimate,low,1.0
"Subject: Research discussion

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Jordan Brown",0,legitimate,low,0.97
"Subject: Documentation review

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Morgan Khan",0,legitimate,low,0.99
"Subject: Research discussion

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Sam Lee",0,legitimate,low,0.98
"Subject: Budget planning

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Jamie Martinez",0,legitimate,low,0.97
"Subject: Schedule confirmation

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Jordan Garcia",0,legitimate,low,0.95
"Dear customer, congratulations! You are the winner of a reward. To collect your gift of 3 BTC, please provide your routing number to process the total. This deal is available today only.

Keywords: cryptocurrency free win discount tax

Support Desk,
Alex Martinez",1,financial_scam,high,0.81
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: 48 hours, expires, time sensitive, while supplies last

Compliance Team,
Jordan Brown",1,urgency,medium,0.79
"Dear user, final warning. Failure to respond will restrict your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Keywords: breach close cease violation final warning

Security Team,
Sam Brown",1,threats,high,0.92
"Notice, congratulations! You are the winner of a reward. To claim your gift of 3 BTC, please provide your account number to process the amount. This deal is available today only.

Keywords: winner medical treatment 10000 inheritance help me

Support Desk,
Riley Wong",1,financial_scam,high,0.94
"Hi there, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: court terminate immediate action delete final warning

Regards,
Avery Kim",1,threats,high,0.97
"Account holder, we detected a login attempt on your account. To restore access, please update your information. Your account may be restricted until you reactivate it.

Keywords: breach reactivate security alert

IT Desk,
Riley Brown",1,social_engineering,high,0.92
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, firewall, security software, customer service, maintenance, help desk

Regards,
Avery Khan",1,tech_support,high,0.9
"Subject: Conference registration

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Jamie Khan",0,legitimate,low,0.98
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: go to, link, update, install

Support Desk,
Morgan Lee",1,generic_phishing,low,0.79
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: forward, visit, redirect, warning, delete after reading

Regards,
Riley Khan",1,generic_phishing,medium,0.81
"Hello, congratulations! You are the selected recipient of a prize. To redeem your payment of €5,000, please provide your routing number to process the total. This offer is available today only.

Keywords: 10,000 jackpot money million refund

Security Team,
Casey Khan",1,financial_scam,medium,0.81
"Subject: Research discussion

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Feel free to add notes before we meet.

Best,
Riley Martinez",0,legitimate,low,0.98
"Subject: Workshop recap

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Cameron Kim",0,legitimate,low,0.98
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Let me know if the timing works for you.

Best,
Avery Khan",0,legitimate,low,0.98
"Attention, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, update password, backup codes, activation code, pin, authentication

Compliance Team,
Jordan Khan",1,credential_harvesting,high,0.81
"Subject: Training session notes

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Taylor Khan",0,legitimate,low,0.98
"Subject: Classroom logistics

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Jamie Khan",0,legitimate,low,0.96
"Dear user, we detected unusual activity on your account. To restore access, please confirm your information. Your account may be temporarily on hold until you reactivate it.

Keywords: confirm validate security frozen

Account Services,
Avery Singh",1,social_engineering,high,0.82
"Hello, we detected a login attempt on your account. To authenticate access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: restore violation

Sincerely,
Avery Kim",1,social_engineering,high,0.87
"Hello, your login has been restricted. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: security question log in sign in activation code

Support Desk,
Morgan Brown",1,credential_harvesting,high,0.8
"Subject: Research discussion

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Alex Garcia",0,legitimate,low,1.0
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: database, tech support, connection, help desk, maintenance

Support Desk,
Jordan Lee",1,tech_support,high,0.89
"Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: reset, authentication, security question

Regards,
Morgan Martinez",1,credential_harvesting,high,0.87
"Subject: Meeting follow-up

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Casey Nguyen",0,legitimate,low,0.97
"Hi there, final warning. Failure to respond will freeze your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Keywords: penalty action required criminal

IT Desk,
Sam Lee",1,threats,high,0.81
"Subject: Research discussion

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Avery Garcia",0,legitimate,low,0.96
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: money needed, genuine, business trip, soulmate

Account Services,
Jordan Kim",1,romance_dating,high,0.91
"Hi there, your account has been locked. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: 2fa settings

Risk Operations,
Riley Khan",1,credential_harvesting,high,0.89
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: malware, it department, update, database

Support Desk,
Cameron Nguyen",1,tech_support,high,0.89
"Subject: Budget planning

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Avery Martinez",0,legitimate,low,0.99
"Dear customer, congratulations! You are the selected recipient of a refund. To redeem your gift of €5,000, please provide your account number to process the total. This offer is available today only.

Keywords: prize sum dollars help me debt

Regards,
Jamie Singh",1,financial_scam,medium,0.72
"Subject: Classroom logistics

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Cameron Singh",0,legitimate,low,0.99
"Hello, this is an immediate notice regarding your account. Your access will be limited soon. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions now.

Keywords: last chance expires soon urgent expires asap

Support Desk,
Cameron Brown",1,urgency,high,0.95
"Dear customer, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: sincere, relationship, stranded

Support Desk,
Alex Kim",1,romance_dating,high,0.89
"Hi there, final warning. Failure to respond will freeze your account. Immediate action is required to avoid legal action. Your case will be referred to the judge if unresolved.

Keywords: final warning desist close forfeit seize

Regards,
Riley Singh",1,threats,high,0.92
"Subject: Performance feedback

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Riley Lee",0,legitimate,low,0.95
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: payment verification, remembered you mentioning, unusual, medical conference, might understand

IT Desk,
Morgan Garcia",1,social_engineering_advanced,high,0.83
"Subject: Weekly status report

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Taylor Garcia",0,legitimate,low,0.98
"Subject: Office maintenance

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Avery Patel",0,legitimate,low,0.95
"Subject: Classroom logistics

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Appreciate your feedback on this draft.

Best,
Jordan Martinez",0,legitimate,low,0.99
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: urgent, deadline, expires midnight

Compliance Team,
Sam Brown",1,urgency,medium,0.78
"Account holder, your profile has been restricted. Use the secure link to verify your username and restore access. Enter your username and password to continue.

Keywords: update password forgot password sign in verification code

Security Team,
Morgan Wong",1,credential_harvesting,high,0.86
"Notice, final warning. Failure to respond will seize your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: immediate action restrict desist delete

Security Team,
Jamie Martinez",1,threats,high,0.87
"Subject: Office maintenance

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Avery Khan",0,legitimate,low,0.99
"Account holder, your login has been locked. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: authentication log in sign in backup codes change password

IT Desk,
Riley Singh",1,credential_harvesting,high,0.81
"Subject: Meeting follow-up

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Jamie Brown",0,legitimate,low,0.98
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: extend stay, unexpected situation, unusual

Account Services,
Avery Lee",1,social_engineering_advanced,high,0.88
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires midnight, now, expires soon

Support Desk,
Alex Garcia",1,urgency,medium,0.91
"Subject: Meeting follow-up

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Jordan Martinez",0,legitimate,low,0.96
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: system administrator, virus, database, bug, connection

Regards,
Taylor Singh",1,tech_support,high,0.93
"Subject: Networking event details

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Taylor Brown",0,legitimate,low,0.99
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: soulmate, temporary loan, afghanistan, contract, destiny, unexpected situation

Support Desk,
Jordan Singh",1,romance_dating,high,0.78
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: firewall, fix, network admin, scan

Regards,
Jordan Patel",1,tech_support,high,0.95
"Subject: Research discussion

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Jamie Khan",0,legitimate,low,0.96
"Dear customer, this is the agency accounts team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: citibank violations security social security

Account Services,
Avery Singh",1,authority_scam,high,0.9
"Subject: Weekly status report

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Casey Kim",0,legitimate,low,0.98
"Attention, your account has been suspended. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: activation code authentication personal information

Account Services,
Morgan Singh",1,credential_harvesting,high,0.88
"Dear customer, we detected a login attempt on your account. To verify access, please confirm your information. Your account may be temporarily on hold until you reactivate it.

Keywords: fraud alert unauthorized

Compliance Team,
Casey Kim",1,social_engineering,high,0.91
"Subject: Workshop recap

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Avery Singh",0,legitimate,low,0.97
"Subject: Training session notes

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Avery Brown",0,legitimate,low,0.99
"Subject: Documentation review

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Morgan Patel",0,legitimate,low,0.98
"Subject: Lab booking confirmation

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jordan Garcia",0,legitimate,low,0.97
"Dear customer, congratulations! You are the winner of a reward. To claim your gift of ₹80,000, please provide your account number to process the sum. This deal is available today only.

Keywords: fee collect

IT Desk,
Morgan Khan",1,financial_scam,medium,0.75
"Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: server, infection, connection, tech support

IT Desk,
Avery Khan",1,tech_support,high,0.79
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Avery Singh",0,legitimate,low,0.99
"Subject: Team lunch planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Morgan Khan",0,legitimate,low,0.97
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: visit, forward, redirect

Regards,
Sam Lee",1,generic_phishing,medium,0.89
"Subject: Research discussion

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Morgan Patel",0,legitimate,low,0.99
"Hello, congratulations! You are the winner of a prize. To collect your gift of £2,500, please provide your account number to process the total. This offer is limited time.

Keywords: medical treatment collect million fee 10000

Sincerely,
Cameron Singh",1,financial_scam,medium,0.88
"Subject: Code review summary

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Casey Patel",0,legitimate,low,0.95
"Attention, this is the attorney accounts team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: confidential zoom mcafee ebay

Risk Operations,
Alex Khan",1,authority_scam,high,0.89
"Hello, this is an while supplies last notice regarding your account. Your access will expire today. To avoid interruption, respond asap. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: final notice now expires midnight

Compliance Team,
Jordan Martinez",1,urgency,high,0.81
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: we talked about, understand these, international issues, unusual, extend stay, charity gala

Account Services,
Riley Garcia",1,social_engineering_advanced,high,0.96
